target,parameter,accuracy,standard_deviation
target_partition3,22,0.7814000000000001,0.03213316044213516
target_partition3,23,0.7822499999999999,0.027869113728283504
target_partition3,24,0.7843000000000001,0.03202358505851585
target_partition3,25,0.7838,0.0272774632251608
target_partition3,26,0.7839500000000001,0.03092163482094697
target_partition3,27,0.7844000000000001,0.03210358235462204
target_partition3,28,0.7827500000000002,0.02608998850133898
target_partition3,29,0.7813500000000001,0.026887311133692793
target_partition3,30,0.784,0.027504545078950133
target_partition3,31,0.7817500000000002,0.027206387117733953
target_partition3,32,0.7816000000000001,0.02938434957592222
target_partition3,33,0.7807999999999998,0.029280710373896325
target_partition3,34,0.7800499999999999,0.024336135683382443
target_partition3,35,0.7805500000000001,0.026980502219195252
target_partition3,36,0.7784500000000003,0.028104225660921526
target_partition3,37,0.7784,0.0272752635184337
target_partition3,38,0.7778499999999999,0.02862913725560029
target_partition3,39,0.7768000000000002,0.02744558252251171
target_partition3,40,0.7780999999999999,0.031255239560752046
target_partition3,41,0.7751,0.02958022988416419
target_partition3,42,0.7752,0.028573764190249772
target_partition3,43,0.7712500000000001,0.030930365338935135
target_partition3,44,0.7736000000000002,0.028992067880715247
target_partition3,45,0.7716500000000001,0.02126093836122951
target_partition3,46,0.7718,0.03326048706799106
target_partition3,47,0.7696000000000001,0.028396126496407936
target_partition3,48,0.7689,0.02819202014755241
target_partition3,49,0.7718999999999998,0.03220853924039401
target_partition3,50,0.7719,0.03129520730079929
target_partition4,1,0.71525,0.0271511970270189
target_partition4,2,0.74795,0.03116163506621565
target_partition4,3,0.7537000000000001,0.028953583543319828
target_partition4,4,0.76205,0.030142121690418567
target_partition4,5,0.7684000000000001,0.02731190216737019
target_partition4,6,0.7734000000000001,0.024463033336035833
target_partition4,7,0.7761500000000001,0.028686712952166557
target_partition4,8,0.773,0.028687976575562112
target_partition4,9,0.77775,0.03198730216820418
target_partition4,10,0.7791000000000001,0.027453415088108807
target_partition4,11,0.7796000000000001,0.02462397205976323
target_partition4,12,0.7766500000000001,0.027276867488771506
target_partition4,13,0.7781999999999999,0.025617572094170055
target_partition4,14,0.77595,0.026548964198250754
target_partition4,15,0.7763500000000001,0.026905900839778632
target_partition4,16,0.77605,0.02890756821318597
target_partition4,17,0.7752,0.03018211390873742
target_partition4,18,0.7746999999999999,0.030584473184934874
target_partition4,19,0.77405,0.02862424671497925
target_partition4,20,0.7700000000000001,0.030471297970385194
target_partition4,21,0.7705000000000001,0.03060637188560579
target_partition4,22,0.7717,0.031993905669674035
target_partition4,23,0.7712,0.031041262860908223
target_partition4,24,0.7714,0.028714804543997864
target_partition4,25,0.7694000000000001,0.03221241996497625
target_partition4,26,0.7689,0.030525235461827324
target_partition4,27,0.7678999999999999,0.02963258341758276
target_partition4,28,0.76865,0.030527487613624556
target_partition4,29,0.7672500000000001,0.027049722734253677
target_partition4,30,0.7675,0.026537709019431203
target_partition4,31,0.7681000000000001,0.02815830250565543
target_partition4,32,0.7690500000000001,0.028387453214404435
target_partition4,33,0.7663500000000002,0.03132774329567964
target_partition4,34,0.7679,0.027177012344994818
target_partition4,35,0.7667499999999999,0.028847660217078283
target_partition4,36,0.7677500000000004,0.02715119702701891
target_partition4,37,0.7679499999999999,0.026787077108187833
target_partition4,38,0.7660500000000002,0.029481307637213124
target_partition4,39,0.76695,0.027639600214185458
target_partition4,40,0.7651499999999999,0.028908951900752138
target_partition4,41,0.7652500000000001,0.026252380844411064
target_partition4,42,0.7656000000000001,0.027606883199665998
target_partition4,43,0.7640500000000001,0.02672728007111836
target_partition4,44,0.7642,0.025413775791881078
target_partition4,45,0.76345,0.02792574976612089
target_partition4,46,0.7619499999999999,0.02819481335281369
target_partition4,47,0.7616499999999999,0.021657042734408605
target_partition4,48,0.7635000000000001,0.032714675605911195
target_partition4,49,0.7633000000000001,0.025692605940231157
target_partition4,50,0.7623500000000001,0.028891651043164712
target_partition5,1,0.7070000000000002,0.029257477676655576
target_partition5,2,0.7476500000000001,0.029098582439699726
target_partition5,3,0.7566000000000003,0.027657548698321058
target_partition5,4,0.7630499999999999,0.030666716485466802
target_partition5,5,0.7659000000000001,0.03125203993341876
target_partition5,6,0.76905,0.028343385471746328
target_partition5,7,0.7718,0.026537897429902018
target_partition5,8,0.7727499999999999,0.029667954091915413
target_partition5,9,0.7709999999999999,0.02916333314283539
target_partition5,10,0.7685500000000001,0.03178281768503228
target_partition5,11,0.7710499999999999,0.03183783127036137
target_partition5,12,0.77105,0.02957443997779165
target_partition5,13,0.7697499999999999,0.028560243346302236
target_partition5,14,0.7691000000000001,0.026214309069666524
target_partition5,15,0.76715,0.028655322367755715
target_partition5,16,0.768,0.027431733448690425
target_partition5,17,0.7658499999999999,0.02835537867848004
target_partition5,18,0.7672500000000001,0.030490777294126182
target_partition5,19,0.7666000000000001,0.02573790978304184
target_partition5,20,0.7628499999999999,0.02918265752120599
target_partition5,21,0.7631,0.027420612684621055
target_partition5,22,0.7641000000000001,0.029422610353264055
target_partition5,23,0.7617000000000002,0.031687694772576956
target_partition5,24,0.7633499999999998,0.029309170919696807
target_partition5,25,0.7624499999999999,0.026734762015024578
target_partition5,26,0.7622500000000001,0.027815238629211883
target_partition5,27,0.7616500000000002,0.028888189628289294
target_partition5,28,0.7626999999999999,0.028569389212932103
target_partition5,29,0.7616,0.026209540247780015
target_partition5,30,0.7591499999999999,0.02953857647213218
target_partition5,31,0.7618,0.023942848619159768
target_partition5,32,0.7602500000000001,0.03088992554215696
target_partition5,33,0.7602000000000001,0.03140796077430053
target_partition5,34,0.7609500000000001,0.028352204499826828
target_partition5,35,0.7605500000000001,0.0302728839062287
target_partition5,36,0.76005,0.029987455710680105
target_partition5,37,0.75845,0.031086130347793384
target_partition5,38,0.7583999999999999,0.02909364191709249
target_partition5,39,0.7567500000000001,0.030580835501993742
target_partition5,40,0.7574500000000002,0.030426098994120177
target_partition5,41,0.7581,0.029989831610064115
target_partition5,42,0.7588499999999999,0.02983165265284511
target_partition5,43,0.7589000000000001,0.03116552582582236
target_partition5,44,0.7564000000000002,0.030158580868469276
target_partition5,45,0.7570000000000001,0.025739075352467517
target_partition5,46,0.7566000000000002,0.028336195933822896
target_partition5,47,0.7553000000000002,0.029881599689441006
target_partition5,48,0.755,0.02643860813280459
target_partition5,49,0.7544000000000001,0.03066170249676298
target_partition5,50,0.7546,0.029888793886672666
target_partition6,1,0.7147500000000001,0.027994419086667974
target_partition6,2,0.75325,0.028428638729281443
target_partition6,3,0.772,0.02674883175019052
target_partition6,4,0.7813000000000001,0.025822664463606388
target_partition6,5,0.7833,0.02607891868924016
target_partition6,6,0.7806000000000001,0.02542911716910361
target_partition6,7,0.7824,0.02581162528784269
target_partition6,8,0.7831999999999999,0.02954251174155644
target_partition6,9,0.7862000000000002,0.027185657983576562
target_partition6,10,0.7864999999999999,0.025889186931999236
target_partition6,11,0.7838500000000002,0.02837124424483354
target_partition6,12,0.7838499999999999,0.028274148970393435
target_partition6,13,0.785,0.029478805945967346
target_partition6,14,0.7856999999999998,0.02698166043815687
target_partition6,15,0.7866000000000001,0.02610440575841556
target_partition6,16,0.7846500000000001,0.031908110254291154
target_partition6,17,0.7837,0.02917721713940519
target_partition6,18,0.7859500000000001,0.03058345140758315
target_partition6,19,0.78765,0.027526850528166127
target_partition6,20,0.7844,0.02705808566768906
target_partition6,21,0.7837000000000002,0.0266422596639249
target_partition6,22,0.7845,0.028368115905008564
target_partition6,23,0.7853,0.026812497086246924
target_partition6,24,0.7827000000000003,0.030128225968350675
target_partition6,25,0.7811500000000001,0.02787341923768952
target_partition6,26,0.7801999999999998,0.026095210288480143
target_partition6,27,0.7822000000000001,0.028489647242463362
target_partition6,28,0.7824000000000001,0.031862831010442245
target_partition6,29,0.78085,0.030323711844033863
target_partition6,30,0.7806500000000001,0.03407091868441472
target_partition6,31,0.7809999999999999,0.029206163733020468
target_partition6,32,0.78075,0.027689122412962102
target_partition6,33,0.7798999999999999,0.03174885824718741
target_partition6,34,0.7819000000000002,0.025795154583758556
target_partition6,35,0.78015,0.03169743680489008
target_partition6,36,0.7809,0.02773427482376275
target_partition6,37,0.7802499999999999,0.028525208149985517
target_partition6,38,0.7810500000000001,0.03235193193613019
target_partition6,39,0.7783500000000001,0.02868845586642823
target_partition6,40,0.7784500000000003,0.030435957353104563
target_partition6,41,0.7781,0.030412004208864633
target_partition6,42,0.7781999999999999,0.027959971387682078
target_partition6,43,0.7785,0.027271780286589293
target_partition6,44,0.77705,0.028223173102966292
target_partition6,45,0.7762,0.031033208019797115
target_partition6,46,0.7753999999999999,0.029704208456042058
target_partition6,47,0.7763,0.030688923083093032
target_partition6,48,0.7746999999999999,0.033420203470356076
target_partition6,49,0.7756500000000002,0.029518257062367367
target_partition6,50,0.7754000000000001,0.027979278046440022
target_partition7,1,0.7183499999999999,0.032008241126309955
target_partition7,2,0.7555,0.030417922348510273
target_partition7,3,0.7637,0.027637112729082265
target_partition7,4,0.7745000000000002,0.030070749907509794
target_partition7,5,0.7756500000000002,0.028174944542980033
target_partition7,6,0.7800500000000001,0.027363250903355764
target_partition7,7,0.77995,0.032507652945114325
target_partition7,8,0.77915,0.024042202478142476
target_partition7,9,0.7783500000000001,0.02868845586642822
target_partition7,10,0.7773000000000002,0.028656761854752546
target_partition7,11,0.7762,0.02438360104660508
target_partition7,12,0.7789499999999999,0.027597961881269423
target_partition7,13,0.7785000000000001,0.031092603622083503
target_partition7,14,0.7767499999999999,0.03183845944765545
target_partition7,15,0.7764500000000002,0.02680760153389334
target_partition7,16,0.7750000000000001,0.031551545128567005
target_partition7,17,0.77595,0.03329936185574733
target_partition7,18,0.77495,0.02337193830216057
target_partition7,19,0.77385,0.026644464715959295
target_partition7,20,0.7722500000000001,0.027380421837510112
target_partition7,21,0.7717,0.025526652737873815
target_partition7,22,0.7713000000000001,0.02631178443207531
target_partition7,23,0.77045,0.029614987759578774
target_partition7,24,0.7715000000000001,0.029719522203427173
target_partition7,25,0.7715,0.029347061181658387
target_partition7,26,0.7695500000000002,0.02979173543115608
target_partition7,27,0.7710499999999999,0.031179279978857766
target_partition7,28,0.7713500000000002,0.03416763819756936
target_partition7,29,0.7682000000000001,0.02772652159936404
target_partition7,30,0.7677500000000002,0.02591693461812181
target_partition7,31,0.7687999999999999,0.026759297449671593
target_partition7,32,0.7656000000000001,0.02477175811281873
target_partition7,33,0.7673499999999999,0.03420858810298958
target_partition7,34,0.76555,0.02987385981087815
target_partition7,35,0.76385,0.028494341543541593
target_partition7,36,0.7628499999999999,0.029234012724906593
target_partition7,37,0.76385,0.028087853246554828
target_partition7,38,0.7618,0.02719852937200835
target_partition7,39,0.7630499999999999,0.03175606241334088
target_partition7,40,0.7610000000000001,0.033399101784329484
target_partition7,41,0.76055,0.0322404637063427
target_partition7,42,0.75945,0.029367456478217535
target_partition7,43,0.75935,0.02817494454298004
target_partition7,44,0.7594500000000001,0.032147278267374374
target_partition7,45,0.7576499999999998,0.031116354220891644
target_partition7,46,0.7566999999999999,0.02887230506904499
target_partition7,47,0.75725,0.02957511622969555
target_partition7,48,0.75715,0.029019433144015772
target_partition7,49,0.7556499999999999,0.027245687732189855
target_partition7,50,0.7561499999999998,0.031391519555446834
target_partition8,1,0.7460000000000001,0.02767670500619611
target_partition8,2,0.7750000000000001,0.0325499615975196
target_partition8,3,0.7826000000000001,0.029550634510954254
target_partition8,4,0.7832000000000001,0.025372425977820884
target_partition8,5,0.78345,0.026567790649581688
target_partition8,6,0.78885,0.02914493952644266
target_partition8,7,0.7920000000000001,0.025563646062328423
target_partition8,8,0.7899,0.029656196654325038
target_partition8,9,0.7874,0.025480188382349136
target_partition8,10,0.78705,0.02906970072085366
target_partition8,11,0.7881999999999998,0.028280028288528984
target_partition8,12,0.7889,0.02646299302800043
target_partition8,13,0.7919499999999999,0.026056621039574557
target_partition8,14,0.7898000000000001,0.029016547003391003
target_partition8,15,0.7897499999999998,0.026910732059905015
target_partition8,16,0.7886500000000001,0.03597815309323145
target_partition8,17,0.7888500000000002,0.02674747651648655
target_partition8,18,0.78675,0.029046299247924852
target_partition8,19,0.7866500000000001,0.028178493572226314
target_partition8,20,0.7861,0.028553283523966196
target_partition8,21,0.7875,0.0265
target_partition8,22,0.7868,0.029736509546347226
target_partition8,23,0.7845500000000001,0.02953045038599987
target_partition8,24,0.78585,0.026972717697703354
target_partition8,25,0.7861499999999998,0.031928474752170664
target_partition8,26,0.7853500000000001,0.02779617779479761
target_partition8,27,0.7863499999999999,0.026803497906056954
target_partition8,28,0.7853500000000001,0.027342777839861113
target_partition8,29,0.7838500000000002,0.029612961689098237
target_partition8,30,0.78455,0.032094353085862316
target_partition8,31,0.7863,0.02470445303988736
target_partition8,32,0.7850499999999999,0.028909297812295617
target_partition8,33,0.78385,0.028538176185593917
target_partition8,34,0.7839499999999998,0.03109095527641439
target_partition8,35,0.7835000000000001,0.0328062494046485
target_partition8,36,0.7843500000000002,0.030827382308590515
target_partition8,37,0.7832000000000001,0.031753110083895725
target_partition8,38,0.7804000000000002,0.02826375771195331
target_partition8,39,0.78325,0.029456535777310947
target_partition8,40,0.7814,0.03031567251439426
target_partition8,41,0.7817999999999999,0.025966516901579237
target_partition8,42,0.7802000000000001,0.02735799700270472
target_partition8,43,0.7811000000000001,0.034282502825785634
target_partition8,44,0.7795000000000001,0.03190219428189854
target_partition8,45,0.7798999999999999,0.03096756367556221
target_partition8,46,0.7784500000000001,0.026073885402831707
target_partition8,47,0.7791999999999999,0.027943872315768982
target_partition8,48,0.7776500000000002,0.02782494384540606
target_partition8,49,0.7770500000000001,0.028302782548717712
target_partition8,50,0.7755000000000003,0.030442568879777546
target_partition9,1,0.7546,0.026904274753280395
target_partition9,2,0.7857000000000002,0.025347780967966405
target_partition9,3,0.8041000000000001,0.027325628995505283
target_partition9,4,0.8046500000000002,0.02712245379754566
target_partition9,5,0.8054000000000002,0.023682060721145006
target_partition9,6,0.8082999999999998,0.024394876511267663
target_partition9,7,0.8094999999999999,0.028031232580819538
target_partition9,8,0.81115,0.024236903680132055
target_partition9,9,0.8127000000000001,0.022432342722060905
target_partition9,10,0.80885,0.026180670350470378
target_partition9,11,0.8072000000000003,0.026375367296020708
target_partition9,12,0.80675,0.028516442625264444
target_partition9,13,0.8089500000000001,0.02818062277523332
target_partition9,14,0.80855,0.028020483578981986
target_partition9,15,0.80935,0.029628153840561836
target_partition9,16,0.8097,0.027375353878991208
target_partition9,17,0.8102999999999999,0.027584597151308895
target_partition9,18,0.8099,0.02440266378902104
target_partition9,19,0.8093,0.02900017241328056
target_partition9,20,0.8083500000000001,0.02586556591300486
target_partition9,21,0.8079500000000001,0.026627945846422307
target_partition9,22,0.8057,0.027249036680220436
target_partition9,23,0.8046499999999999,0.028950431775709308
target_partition9,24,0.80585,0.02753229921383245
target_partition9,25,0.80305,0.03080499147865487
target_partition9,26,0.8035,0.028324018076537075
target_partition9,27,0.804,0.02802677291448302
target_partition9,28,0.8029500000000002,0.02669358537177048
target_partition9,29,0.802,0.03152776554086888
target_partition9,30,0.80265,0.028891651043164688
target_partition9,31,0.8022500000000001,0.029642663510555174
target_partition9,32,0.8011000000000001,0.031285619699791774
target_partition9,33,0.80065,0.02886741242300735
target_partition9,34,0.7985000000000002,0.02356374333589634
target_partition9,35,0.7998500000000002,0.02973596307503759
target_partition9,36,0.7975000000000001,0.026253571185650137
target_partition9,37,0.7980000000000002,0.024145392935299256
target_partition9,38,0.7972499999999999,0.026873546472321052
target_partition9,39,0.7953000000000001,0.026436906021696245
target_partition9,40,0.7966,0.025227762485008444
target_partition9,41,0.7971000000000003,0.02862848232093345
target_partition9,42,0.7975499999999998,0.028543782160043177
target_partition9,43,0.7961999999999999,0.02984225192575117
target_partition9,44,0.7945,0.02850877058029685
target_partition9,45,0.7953999999999999,0.030378281715725784
target_partition9,46,0.7938,0.02976675998492277
target_partition9,47,0.7925,0.023563743335896347
target_partition9,48,0.79205,0.02802762030569131
target_partition9,49,0.79185,0.03271586006816877
target_partition9,50,0.7921999999999998,0.03038354817989498
target_partition10,1,0.7038999999999999,0.03298924067025489
target_partition10,2,0.7322000000000002,0.02711383410733349
target_partition10,3,0.7398,0.030173829720471362
target_partition10,4,0.7428999999999999,0.028285862192975506
target_partition10,5,0.7471,0.027305493952682874
target_partition10,6,0.74755,0.03003743497704158
target_partition10,7,0.7504499999999998,0.028931773191424006
target_partition10,8,0.7493000000000001,0.029605911571846617
target_partition10,9,0.7508999999999999,0.029363072046364652
target_partition10,10,0.7525499999999998,0.0299457426022465
target_partition10,11,0.7530000000000001,0.029189039038652862
target_partition10,12,0.7510499999999998,0.02940488904927208
target_partition10,13,0.7496500000000001,0.02724201717935
target_partition10,14,0.74835,0.0306190708546161
target_partition10,15,0.74685,0.03207534099584915
target_partition10,16,0.7467999999999999,0.027951028603613166
target_partition10,17,0.74535,0.028339504229961423
target_partition10,18,0.7451999999999999,0.029367669298056336
target_partition10,19,0.7448999999999998,0.030066426458759628
target_partition10,20,0.7454499999999998,0.02994240304317609
target_partition10,21,0.7471999999999999,0.03138725856139718
target_partition10,22,0.7481,0.028458566372886757
target_partition10,23,0.7463499999999997,0.03247964747345637
target_partition10,24,0.7456999999999999,0.028178183050012313
target_partition10,25,0.7471,0.028619748426567292
target_partition10,26,0.7463500000000001,0.032333071304780206
target_partition10,27,0.7446499999999999,0.03310026434939759
target_partition10,28,0.7445500000000002,0.03245069336701453
target_partition10,29,0.7432500000000001,0.03021899237234757
target_partition10,30,0.74205,0.03140139328119058
target_partition10,31,0.7404999999999999,0.031531730050855133
target_partition10,32,0.74045,0.031828407123197365
target_partition10,33,0.7403000000000002,0.0309904824099271
target_partition10,34,0.7397499999999999,0.03298010764081889
target_partition10,35,0.7382499999999999,0.029507414322505466
target_partition10,36,0.7385499999999999,0.028646945735976828
target_partition10,37,0.7367,0.02808220076845832
target_partition10,38,0.7372,0.02975163861033541
target_partition10,39,0.7352,0.02943569261967519
target_partition10,40,0.7364499999999999,0.03698847793570317
target_partition10,41,0.7354000000000002,0.030345345606863677
target_partition10,42,0.73725,0.027160403163428937
target_partition10,43,0.73725,0.02867381209396478
target_partition10,44,0.7350500000000001,0.030417881254288584
target_partition10,45,0.7352500000000001,0.027380421837510115
target_partition10,46,0.7356500000000002,0.03133412676300396
target_partition10,47,0.7336999999999999,0.033790679188202194
target_partition10,48,0.73385,0.032556527763261255
target_partition10,49,0.73305,0.029367456478217528
target_partition10,50,0.73265,0.029372223273017667
