target,parameter,accuracy
target_original,9,"[0.965, 0.985, 0.98, 0.985, 0.975, 0.985, 0.985, 0.975, 0.965, 0.975, 0.97, 0.975, 0.985, 0.965, 1.0, 0.975, 0.975, 0.985, 0.965, 0.985, 0.97, 0.975, 0.99, 0.975, 0.98, 0.995, 0.98, 0.975, 0.965, 0.965, 0.975, 0.98, 0.985, 0.97, 0.98, 0.995, 0.945, 0.985, 0.98, 0.98, 0.98, 0.97, 0.96, 0.99, 0.97, 0.985, 0.985, 0.98, 0.985, 0.97, 0.98, 0.97, 0.97, 0.955, 0.985, 0.99, 0.99, 0.99, 0.985, 0.98, 0.975, 0.975, 0.985, 0.985, 0.99, 0.96, 0.985, 0.98, 0.985, 0.985, 0.99, 0.975, 0.975, 0.99, 0.98, 0.975, 0.975, 0.97, 0.965, 0.98, 0.97, 0.985, 0.98, 0.98, 0.985, 0.975, 0.975, 0.97, 0.985, 0.985, 0.99, 0.97, 0.99, 0.97, 0.985, 0.965, 0.97, 0.945, 0.99, 0.98, 0.975, 0.975, 0.975, 0.98, 0.97, 0.98, 0.97, 0.975, 0.99, 0.985, 0.97, 0.99, 0.99, 0.97, 0.98, 0.985, 0.99, 0.965, 0.97, 0.975, 0.985, 0.98, 0.985, 0.97, 0.97, 0.975, 0.985, 0.965, 0.98, 0.975, 0.97, 0.965, 0.975, 0.98, 0.98, 0.99, 0.995, 0.965, 0.985, 0.98, 0.985, 0.985, 0.975, 0.985, 0.97, 0.985, 0.97, 0.98, 0.98, 0.98, 0.97, 0.98, 0.975, 0.97, 0.985, 0.985, 0.99, 0.98, 0.985, 0.98, 0.965, 0.965, 0.98, 0.975, 0.985, 0.98, 0.98, 0.96, 0.97, 0.98, 0.975, 0.99, 0.975, 0.975, 0.975, 0.99, 0.985, 0.98, 0.965, 0.965, 0.995, 0.965, 0.98, 0.985, 0.975, 0.975, 0.975, 0.955, 0.985, 0.99, 0.965, 0.99, 0.985, 0.985, 0.99, 0.96, 0.955, 0.995, 0.98, 0.985, 0.98, 0.97, 0.985, 0.985, 0.97, 0.97, 0.98, 0.985, 0.975, 0.975, 0.99, 0.96, 0.965, 0.985, 0.99, 0.965, 0.965, 0.995, 0.985, 0.98, 0.975, 0.97, 0.985, 0.955, 0.985, 0.965, 0.995, 0.98, 0.985, 0.995, 0.995, 0.975, 0.98, 0.97, 0.975, 0.975, 0.985, 0.955, 0.99, 0.97, 0.97, 0.98, 0.98, 0.985, 0.97, 0.985, 0.97, 0.985, 0.98, 0.985, 0.975, 1.0, 0.95, 0.975, 0.97, 0.975, 0.985, 0.97, 0.99, 0.98, 0.98, 1.0, 0.965, 0.985, 0.97, 0.97, 0.95, 0.995, 0.98, 0.995, 0.98, 0.96, 0.99, 0.975, 0.98, 0.985, 0.975, 0.97, 0.965, 0.99, 0.97, 0.985, 0.98, 0.97, 0.985, 0.97, 0.97, 0.985, 0.98, 0.985, 0.98, 0.99, 0.98, 0.975, 0.975, 0.985, 0.985, 0.99, 0.97, 0.97]"
target_partition1,9,"[0.085, 0.08, 0.085, 0.07, 0.055, 0.07, 0.08, 0.105, 0.065, 0.04, 0.065, 0.1, 0.05, 0.08, 0.075, 0.095, 0.06, 0.055, 0.045, 0.105, 0.08, 0.09, 0.06, 0.1, 0.11, 0.07, 0.095, 0.05, 0.05, 0.05, 0.045, 0.065, 0.09, 0.075, 0.11, 0.07, 0.09, 0.075, 0.05, 0.09, 0.07, 0.07, 0.05, 0.085, 0.085, 0.06, 0.06, 0.075, 0.075, 0.11, 0.08, 0.07, 0.07, 0.1, 0.085, 0.09, 0.06, 0.065, 0.055, 0.075, 0.095, 0.055, 0.035, 0.115, 0.12, 0.06, 0.06, 0.09, 0.05, 0.07, 0.08, 0.065, 0.09, 0.09, 0.05, 0.085, 0.045, 0.085, 0.085, 0.065, 0.115, 0.06, 0.045, 0.07, 0.05, 0.075, 0.095, 0.06, 0.085, 0.09, 0.07, 0.09, 0.06, 0.07, 0.085, 0.085, 0.075, 0.06, 0.055, 0.075, 0.06, 0.075, 0.08, 0.05, 0.045, 0.095, 0.065, 0.085, 0.09, 0.085, 0.07, 0.055, 0.11, 0.06, 0.085, 0.055, 0.11, 0.085, 0.06, 0.065, 0.065, 0.05, 0.105, 0.08, 0.05, 0.08, 0.08, 0.08, 0.075, 0.085, 0.105, 0.04, 0.055, 0.07, 0.055, 0.115, 0.08, 0.085, 0.065, 0.065, 0.065, 0.07, 0.06, 0.085, 0.09, 0.09, 0.08, 0.06, 0.07, 0.09, 0.055, 0.085, 0.085, 0.08, 0.055, 0.095, 0.055, 0.055, 0.07, 0.09, 0.075, 0.08, 0.06, 0.055, 0.095, 0.065, 0.075, 0.1, 0.07, 0.07, 0.085, 0.04, 0.07, 0.085, 0.065, 0.03, 0.065, 0.13, 0.095, 0.09, 0.08, 0.06, 0.08, 0.06, 0.065, 0.115, 0.07, 0.055, 0.075, 0.075, 0.075, 0.06, 0.12, 0.065, 0.06, 0.08, 0.07, 0.075, 0.085, 0.055, 0.055, 0.075, 0.07, 0.085, 0.05, 0.07, 0.07, 0.075, 0.12, 0.08, 0.055, 0.065, 0.095, 0.07, 0.08, 0.1, 0.08, 0.065, 0.08, 0.055, 0.095, 0.06, 0.04, 0.06, 0.085, 0.075, 0.075, 0.035, 0.09, 0.11, 0.065, 0.09, 0.055, 0.07, 0.085, 0.09, 0.06, 0.045, 0.095, 0.085, 0.05, 0.09, 0.11, 0.105, 0.095, 0.045, 0.085, 0.035, 0.085, 0.07, 0.09, 0.08, 0.1, 0.06, 0.07, 0.08, 0.075, 0.035, 0.085, 0.095, 0.09, 0.095, 0.085, 0.045, 0.095, 0.075, 0.04, 0.07, 0.065, 0.08, 0.095, 0.08, 0.09, 0.085, 0.08, 0.06, 0.075, 0.065, 0.07, 0.065, 0.05, 0.085, 0.08, 0.09, 0.08, 0.07, 0.035, 0.105, 0.095, 0.085, 0.085, 0.09, 0.09, 0.055, 0.08, 0.095, 0.055, 0.06, 0.085, 0.1]"
target_partition2,9,"[0.825, 0.81, 0.795, 0.89, 0.795, 0.815, 0.855, 0.815, 0.885, 0.815, 0.805, 0.815, 0.825, 0.825, 0.805, 0.84, 0.855, 0.835, 0.845, 0.82, 0.835, 0.79, 0.86, 0.845, 0.85, 0.835, 0.78, 0.845, 0.845, 0.825, 0.845, 0.895, 0.775, 0.81, 0.84, 0.85, 0.78, 0.88, 0.79, 0.855, 0.805, 0.815, 0.81, 0.855, 0.82, 0.865, 0.86, 0.795, 0.84, 0.845, 0.815, 0.845, 0.845, 0.805, 0.815, 0.85, 0.83, 0.83, 0.815, 0.865, 0.815, 0.825, 0.805, 0.8, 0.885, 0.825, 0.845, 0.82, 0.86, 0.825, 0.85, 0.8, 0.835, 0.82, 0.835, 0.815, 0.87, 0.89, 0.825, 0.84, 0.82, 0.83, 0.845, 0.81, 0.85, 0.805, 0.84, 0.83, 0.845, 0.83, 0.845, 0.79, 0.815, 0.855, 0.85, 0.79, 0.855, 0.8, 0.825, 0.85, 0.815, 0.86, 0.805, 0.865, 0.845, 0.825, 0.81, 0.825, 0.825, 0.81, 0.81, 0.795, 0.875, 0.815, 0.83, 0.81, 0.825, 0.885, 0.835, 0.855, 0.805, 0.85, 0.81, 0.825, 0.805, 0.835, 0.805, 0.87, 0.845, 0.865, 0.825, 0.84, 0.815, 0.855, 0.8, 0.855, 0.81, 0.82, 0.84, 0.815, 0.83, 0.845, 0.84, 0.855, 0.82, 0.79, 0.83, 0.825, 0.83, 0.83, 0.885, 0.79, 0.82, 0.835, 0.815, 0.835, 0.795, 0.815, 0.835, 0.85, 0.81, 0.835, 0.845, 0.82, 0.865, 0.855, 0.825, 0.825, 0.81, 0.83, 0.845, 0.855, 0.855, 0.8, 0.84, 0.83, 0.85, 0.825, 0.825, 0.83, 0.82, 0.815, 0.82, 0.82, 0.845, 0.83, 0.83, 0.83, 0.835, 0.84, 0.835, 0.81, 0.8, 0.825, 0.855, 0.82, 0.845, 0.88, 0.825, 0.84, 0.835, 0.86, 0.865, 0.81, 0.805, 0.825, 0.86, 0.865, 0.855, 0.8, 0.83, 0.85, 0.845, 0.85, 0.84, 0.8, 0.83, 0.835, 0.805, 0.82, 0.85, 0.82, 0.85, 0.845, 0.84, 0.845, 0.805, 0.83, 0.825, 0.83, 0.86, 0.865, 0.815, 0.84, 0.86, 0.845, 0.85, 0.825, 0.795, 0.825, 0.805, 0.79, 0.845, 0.845, 0.81, 0.86, 0.84, 0.795, 0.86, 0.845, 0.825, 0.84, 0.82, 0.82, 0.88, 0.835, 0.8, 0.815, 0.88, 0.8, 0.82, 0.845, 0.795, 0.805, 0.83, 0.845, 0.865, 0.85, 0.82, 0.845, 0.825, 0.89, 0.825, 0.84, 0.83, 0.83, 0.83, 0.83, 0.795, 0.83, 0.84, 0.86, 0.84, 0.835, 0.84, 0.84, 0.8, 0.845, 0.805, 0.83, 0.82, 0.815, 0.84, 0.88, 0.845, 0.84, 0.86, 0.845, 0.8, 0.8]"
target_partition3,9,"[0.825, 0.745, 0.75, 0.775, 0.745, 0.76, 0.8, 0.775, 0.715, 0.795, 0.78, 0.74, 0.72, 0.78, 0.795, 0.785, 0.755, 0.725, 0.83, 0.805, 0.76, 0.765, 0.76, 0.845, 0.77, 0.765, 0.79, 0.775, 0.795, 0.75, 0.82, 0.76, 0.735, 0.805, 0.78, 0.765, 0.81, 0.735, 0.78, 0.805, 0.79, 0.775, 0.76, 0.815, 0.745, 0.775, 0.78, 0.8, 0.785, 0.72, 0.81, 0.815, 0.755, 0.8, 0.74, 0.81, 0.71, 0.74, 0.77, 0.785, 0.735, 0.8, 0.76, 0.75, 0.75, 0.8, 0.8, 0.83, 0.78, 0.79, 0.73, 0.77, 0.76, 0.785, 0.715, 0.8, 0.78, 0.78, 0.8, 0.755, 0.785, 0.825, 0.77, 0.775, 0.745, 0.765, 0.735, 0.755, 0.81, 0.755, 0.79, 0.74, 0.79, 0.745, 0.775, 0.805, 0.76, 0.785, 0.83, 0.75, 0.74, 0.815, 0.765, 0.775, 0.79, 0.785, 0.77, 0.775, 0.81, 0.76, 0.74, 0.775, 0.79, 0.825, 0.8, 0.8, 0.785, 0.77, 0.78, 0.71, 0.785, 0.74, 0.77, 0.785, 0.805, 0.74, 0.785, 0.82, 0.76, 0.79, 0.795, 0.805, 0.8, 0.82, 0.75, 0.745, 0.81, 0.7, 0.74, 0.75, 0.83, 0.775, 0.78, 0.73, 0.8, 0.785, 0.725, 0.785, 0.755, 0.795, 0.81, 0.755, 0.78, 0.76, 0.75, 0.73, 0.8, 0.765, 0.84, 0.83, 0.795, 0.82, 0.775, 0.8, 0.77, 0.755, 0.76, 0.81, 0.76, 0.76, 0.76, 0.755, 0.74, 0.79, 0.81, 0.775, 0.79, 0.815, 0.745, 0.77, 0.735, 0.81, 0.785, 0.725, 0.775, 0.77, 0.79, 0.735, 0.81, 0.755, 0.785, 0.82, 0.78, 0.82, 0.8, 0.755, 0.755, 0.775, 0.75, 0.71, 0.79, 0.77, 0.76, 0.775, 0.76, 0.81, 0.765, 0.765, 0.81, 0.75, 0.805, 0.785, 0.82, 0.81, 0.785, 0.76, 0.73, 0.75, 0.75, 0.79, 0.775, 0.775, 0.79, 0.765, 0.785, 0.795, 0.775, 0.805, 0.74, 0.745, 0.77, 0.76, 0.78, 0.79, 0.75, 0.79, 0.78, 0.78, 0.8, 0.755, 0.75, 0.76, 0.81, 0.81, 0.73, 0.75, 0.795, 0.775, 0.795, 0.755, 0.805, 0.8, 0.8, 0.745, 0.82, 0.775, 0.745, 0.81, 0.77, 0.73, 0.77, 0.785, 0.745, 0.845, 0.735, 0.76, 0.75, 0.795, 0.76, 0.79, 0.775, 0.785, 0.76, 0.745, 0.815, 0.8, 0.71, 0.745, 0.785, 0.79, 0.795, 0.78, 0.78, 0.73, 0.79, 0.765, 0.78, 0.75, 0.8, 0.785, 0.785, 0.755, 0.815, 0.795, 0.735, 0.745, 0.775, 0.78, 0.73, 0.81]"
target_partition4,9,"[0.745, 0.78, 0.82, 0.755, 0.73, 0.785, 0.845, 0.78, 0.765, 0.75, 0.77, 0.745, 0.745, 0.815, 0.785, 0.75, 0.765, 0.835, 0.82, 0.78, 0.83, 0.71, 0.78, 0.79, 0.765, 0.77, 0.79, 0.805, 0.8, 0.7, 0.725, 0.75, 0.775, 0.825, 0.8, 0.695, 0.79, 0.825, 0.76, 0.805, 0.78, 0.765, 0.765, 0.775, 0.815, 0.835, 0.75, 0.78, 0.75, 0.755, 0.735, 0.78, 0.805, 0.81, 0.79, 0.795, 0.805, 0.74, 0.77, 0.78, 0.79, 0.755, 0.79, 0.79, 0.785, 0.825, 0.79, 0.78, 0.725, 0.775, 0.755, 0.79, 0.745, 0.765, 0.775, 0.8, 0.73, 0.795, 0.81, 0.815, 0.775, 0.775, 0.765, 0.82, 0.775, 0.75, 0.78, 0.78, 0.78, 0.76, 0.75, 0.78, 0.79, 0.805, 0.77, 0.84, 0.775, 0.8, 0.77, 0.735, 0.82, 0.815, 0.775, 0.775, 0.805, 0.71, 0.79, 0.765, 0.77, 0.695, 0.79, 0.75, 0.79, 0.75, 0.78, 0.77, 0.785, 0.77, 0.76, 0.775, 0.75, 0.755, 0.76, 0.81, 0.725, 0.78, 0.805, 0.815, 0.76, 0.755, 0.79, 0.77, 0.815, 0.74, 0.765, 0.755, 0.775, 0.795, 0.8, 0.76, 0.775, 0.775, 0.69, 0.8, 0.795, 0.755, 0.76, 0.825, 0.805, 0.78, 0.785, 0.72, 0.76, 0.785, 0.805, 0.73, 0.785, 0.77, 0.775, 0.84, 0.785, 0.76, 0.775, 0.79, 0.785, 0.735, 0.845, 0.755, 0.78, 0.765, 0.745, 0.725, 0.82, 0.805, 0.775, 0.765, 0.77, 0.755, 0.75, 0.825, 0.815, 0.785, 0.825, 0.785, 0.73, 0.77, 0.75, 0.78, 0.795, 0.765, 0.775, 0.775, 0.77, 0.8, 0.815, 0.82, 0.76, 0.78, 0.78, 0.775, 0.765, 0.805, 0.79, 0.785, 0.83, 0.785, 0.735, 0.745, 0.755, 0.79, 0.715, 0.76, 0.84, 0.83, 0.805, 0.785, 0.745, 0.715, 0.77, 0.76, 0.72, 0.8, 0.77, 0.76, 0.84, 0.735, 0.785, 0.775, 0.795, 0.785, 0.785, 0.8, 0.775, 0.79, 0.735, 0.755, 0.8, 0.82, 0.77, 0.75, 0.775, 0.835, 0.76, 0.76, 0.78, 0.755, 0.795, 0.715, 0.765, 0.76, 0.805, 0.79, 0.82, 0.76, 0.815, 0.775, 0.765, 0.735, 0.75, 0.76, 0.8, 0.755, 0.81, 0.775, 0.705, 0.76, 0.77, 0.795, 0.765, 0.825, 0.79, 0.785, 0.775, 0.745, 0.79, 0.815, 0.76, 0.785, 0.785, 0.815, 0.78, 0.78, 0.72, 0.775, 0.775, 0.77, 0.815, 0.795, 0.77, 0.785, 0.775, 0.805, 0.8, 0.8, 0.8, 0.735, 0.765, 0.73, 0.765, 0.72]"
target_partition5,9,"[0.78, 0.785, 0.725, 0.78, 0.825, 0.735, 0.74, 0.805, 0.75, 0.78, 0.77, 0.76, 0.775, 0.76, 0.8, 0.775, 0.74, 0.82, 0.765, 0.77, 0.81, 0.755, 0.71, 0.795, 0.78, 0.775, 0.715, 0.82, 0.745, 0.79, 0.77, 0.735, 0.8, 0.78, 0.775, 0.82, 0.75, 0.75, 0.785, 0.745, 0.725, 0.765, 0.815, 0.77, 0.79, 0.81, 0.795, 0.74, 0.76, 0.73, 0.755, 0.775, 0.775, 0.775, 0.79, 0.77, 0.76, 0.81, 0.765, 0.775, 0.77, 0.76, 0.745, 0.775, 0.705, 0.8, 0.785, 0.775, 0.81, 0.775, 0.76, 0.775, 0.77, 0.79, 0.78, 0.765, 0.74, 0.745, 0.795, 0.785, 0.76, 0.78, 0.79, 0.715, 0.775, 0.75, 0.74, 0.755, 0.79, 0.795, 0.765, 0.81, 0.77, 0.785, 0.765, 0.765, 0.78, 0.77, 0.72, 0.75, 0.77, 0.74, 0.805, 0.785, 0.745, 0.765, 0.81, 0.75, 0.735, 0.78, 0.725, 0.73, 0.795, 0.74, 0.81, 0.795, 0.79, 0.725, 0.81, 0.78, 0.81, 0.805, 0.77, 0.765, 0.775, 0.74, 0.735, 0.81, 0.755, 0.735, 0.765, 0.74, 0.72, 0.69, 0.8, 0.805, 0.74, 0.815, 0.79, 0.8, 0.71, 0.73, 0.79, 0.81, 0.785, 0.75, 0.77, 0.79, 0.795, 0.75, 0.76, 0.765, 0.82, 0.74, 0.74, 0.805, 0.8, 0.755, 0.735, 0.805, 0.785, 0.755, 0.75, 0.75, 0.755, 0.76, 0.755, 0.815, 0.79, 0.785, 0.735, 0.77, 0.8, 0.76, 0.755, 0.8, 0.745, 0.775, 0.745, 0.815, 0.74, 0.785, 0.775, 0.79, 0.73, 0.76, 0.745, 0.77, 0.77, 0.85, 0.765, 0.8, 0.78, 0.745, 0.77, 0.78, 0.78, 0.785, 0.77, 0.755, 0.785, 0.755, 0.75, 0.785, 0.735, 0.795, 0.8, 0.78, 0.79, 0.79, 0.755, 0.755, 0.79, 0.775, 0.78, 0.77, 0.75, 0.745, 0.82, 0.745, 0.76, 0.815, 0.755, 0.755, 0.79, 0.755, 0.725, 0.785, 0.75, 0.845, 0.815, 0.77, 0.715, 0.75, 0.75, 0.785, 0.75, 0.74, 0.78, 0.8, 0.765, 0.785, 0.76, 0.745, 0.81, 0.76, 0.8, 0.795, 0.755, 0.74, 0.735, 0.735, 0.795, 0.775, 0.74, 0.82, 0.77, 0.775, 0.72, 0.83, 0.785, 0.79, 0.79, 0.765, 0.73, 0.79, 0.76, 0.725, 0.74, 0.785, 0.785, 0.775, 0.77, 0.81, 0.795, 0.76, 0.75, 0.725, 0.765, 0.785, 0.75, 0.775, 0.81, 0.73, 0.815, 0.73, 0.775, 0.79, 0.8, 0.785, 0.75, 0.755, 0.76, 0.78, 0.77, 0.77, 0.81, 0.715, 0.825, 0.71]"
target_partition6,9,"[0.82, 0.77, 0.815, 0.805, 0.745, 0.75, 0.83, 0.79, 0.76, 0.74, 0.785, 0.78, 0.77, 0.76, 0.805, 0.79, 0.745, 0.8, 0.815, 0.765, 0.775, 0.765, 0.78, 0.785, 0.775, 0.815, 0.705, 0.81, 0.76, 0.88, 0.78, 0.765, 0.755, 0.77, 0.78, 0.74, 0.8, 0.765, 0.79, 0.835, 0.8, 0.78, 0.765, 0.79, 0.78, 0.765, 0.795, 0.83, 0.755, 0.805, 0.795, 0.81, 0.85, 0.74, 0.76, 0.825, 0.735, 0.785, 0.815, 0.785, 0.785, 0.78, 0.74, 0.835, 0.77, 0.77, 0.795, 0.755, 0.76, 0.83, 0.765, 0.795, 0.78, 0.815, 0.82, 0.77, 0.8, 0.805, 0.755, 0.74, 0.805, 0.775, 0.835, 0.8, 0.775, 0.78, 0.745, 0.77, 0.795, 0.775, 0.77, 0.775, 0.795, 0.765, 0.81, 0.775, 0.8, 0.77, 0.815, 0.76, 0.785, 0.8, 0.805, 0.755, 0.755, 0.765, 0.78, 0.775, 0.815, 0.75, 0.81, 0.785, 0.81, 0.75, 0.785, 0.74, 0.825, 0.765, 0.78, 0.765, 0.81, 0.75, 0.8, 0.82, 0.795, 0.745, 0.79, 0.765, 0.775, 0.78, 0.835, 0.795, 0.83, 0.775, 0.745, 0.78, 0.775, 0.785, 0.79, 0.79, 0.745, 0.82, 0.815, 0.785, 0.79, 0.73, 0.74, 0.765, 0.84, 0.865, 0.8, 0.75, 0.785, 0.785, 0.79, 0.765, 0.765, 0.835, 0.81, 0.81, 0.785, 0.785, 0.8, 0.765, 0.825, 0.79, 0.81, 0.785, 0.745, 0.78, 0.825, 0.83, 0.745, 0.79, 0.77, 0.78, 0.745, 0.775, 0.815, 0.8, 0.785, 0.76, 0.765, 0.795, 0.79, 0.775, 0.785, 0.845, 0.79, 0.79, 0.79, 0.78, 0.745, 0.795, 0.805, 0.76, 0.83, 0.795, 0.8, 0.765, 0.765, 0.82, 0.765, 0.765, 0.785, 0.805, 0.845, 0.775, 0.765, 0.735, 0.73, 0.805, 0.8, 0.745, 0.8, 0.755, 0.825, 0.82, 0.785, 0.77, 0.81, 0.795, 0.785, 0.79, 0.73, 0.78, 0.785, 0.785, 0.815, 0.77, 0.775, 0.78, 0.765, 0.73, 0.79, 0.825, 0.77, 0.815, 0.78, 0.785, 0.74, 0.775, 0.745, 0.805, 0.805, 0.76, 0.815, 0.81, 0.77, 0.79, 0.8, 0.795, 0.78, 0.725, 0.795, 0.815, 0.775, 0.77, 0.795, 0.82, 0.79, 0.78, 0.805, 0.81, 0.78, 0.765, 0.815, 0.745, 0.78, 0.765, 0.765, 0.82, 0.83, 0.735, 0.8, 0.77, 0.795, 0.8, 0.755, 0.79, 0.795, 0.755, 0.795, 0.795, 0.83, 0.725, 0.76, 0.78, 0.765, 0.775, 0.755, 0.75, 0.79, 0.77, 0.825, 0.795, 0.775, 0.77, 0.81, 0.79]"
target_partition7,9,"[0.79, 0.83, 0.8, 0.805, 0.765, 0.79, 0.76, 0.79, 0.745, 0.74, 0.8, 0.755, 0.775, 0.78, 0.81, 0.78, 0.765, 0.795, 0.765, 0.765, 0.8, 0.785, 0.755, 0.765, 0.76, 0.78, 0.755, 0.77, 0.785, 0.82, 0.78, 0.73, 0.78, 0.8, 0.805, 0.755, 0.81, 0.79, 0.74, 0.745, 0.73, 0.775, 0.735, 0.815, 0.805, 0.825, 0.745, 0.78, 0.76, 0.81, 0.825, 0.715, 0.74, 0.78, 0.785, 0.81, 0.775, 0.78, 0.76, 0.8, 0.76, 0.815, 0.745, 0.825, 0.745, 0.775, 0.785, 0.805, 0.72, 0.74, 0.82, 0.8, 0.81, 0.765, 0.785, 0.81, 0.735, 0.755, 0.725, 0.815, 0.725, 0.755, 0.775, 0.795, 0.75, 0.79, 0.765, 0.78, 0.83, 0.8, 0.785, 0.755, 0.785, 0.805, 0.745, 0.775, 0.795, 0.8, 0.775, 0.73, 0.78, 0.765, 0.835, 0.765, 0.775, 0.79, 0.775, 0.765, 0.785, 0.755, 0.73, 0.815, 0.785, 0.79, 0.81, 0.765, 0.78, 0.72, 0.765, 0.805, 0.745, 0.78, 0.765, 0.765, 0.79, 0.755, 0.8, 0.845, 0.76, 0.81, 0.74, 0.8, 0.705, 0.775, 0.82, 0.755, 0.785, 0.81, 0.785, 0.815, 0.76, 0.835, 0.745, 0.775, 0.765, 0.81, 0.785, 0.765, 0.725, 0.825, 0.78, 0.77, 0.78, 0.715, 0.79, 0.77, 0.765, 0.79, 0.795, 0.805, 0.735, 0.8, 0.79, 0.74, 0.79, 0.75, 0.785, 0.775, 0.825, 0.79, 0.775, 0.765, 0.73, 0.825, 0.77, 0.77, 0.81, 0.77, 0.8, 0.775, 0.775, 0.835, 0.745, 0.795, 0.765, 0.795, 0.725, 0.795, 0.765, 0.825, 0.805, 0.75, 0.8, 0.76, 0.78, 0.74, 0.775, 0.805, 0.765, 0.795, 0.75, 0.745, 0.76, 0.795, 0.745, 0.79, 0.8, 0.84, 0.76, 0.79, 0.825, 0.745, 0.77, 0.74, 0.775, 0.775, 0.79, 0.785, 0.76, 0.805, 0.77, 0.73, 0.78, 0.79, 0.83, 0.815, 0.755, 0.755, 0.78, 0.795, 0.795, 0.775, 0.77, 0.765, 0.795, 0.8, 0.77, 0.755, 0.77, 0.805, 0.785, 0.795, 0.76, 0.745, 0.78, 0.735, 0.775, 0.785, 0.785, 0.81, 0.805, 0.8, 0.775, 0.795, 0.825, 0.77, 0.76, 0.77, 0.72, 0.785, 0.815, 0.78, 0.75, 0.815, 0.805, 0.75, 0.765, 0.75, 0.74, 0.805, 0.735, 0.765, 0.795, 0.805, 0.745, 0.795, 0.795, 0.8, 0.755, 0.785, 0.73, 0.81, 0.785, 0.78, 0.8, 0.75, 0.815, 0.795, 0.75, 0.83, 0.81, 0.785, 0.755, 0.795, 0.82, 0.735, 0.69, 0.79, 0.78, 0.815]"
target_partition8,9,"[0.765, 0.79, 0.795, 0.77, 0.815, 0.775, 0.78, 0.79, 0.78, 0.82, 0.815, 0.82, 0.735, 0.82, 0.775, 0.81, 0.8, 0.735, 0.82, 0.78, 0.775, 0.755, 0.815, 0.745, 0.82, 0.77, 0.805, 0.765, 0.815, 0.805, 0.795, 0.795, 0.78, 0.745, 0.795, 0.77, 0.805, 0.74, 0.785, 0.775, 0.795, 0.785, 0.805, 0.765, 0.835, 0.81, 0.765, 0.73, 0.81, 0.815, 0.795, 0.805, 0.72, 0.815, 0.845, 0.745, 0.825, 0.75, 0.78, 0.78, 0.755, 0.785, 0.825, 0.825, 0.76, 0.745, 0.84, 0.745, 0.74, 0.78, 0.745, 0.835, 0.77, 0.755, 0.81, 0.8, 0.77, 0.775, 0.785, 0.795, 0.8, 0.805, 0.795, 0.8, 0.82, 0.795, 0.755, 0.77, 0.765, 0.805, 0.78, 0.795, 0.78, 0.8, 0.825, 0.76, 0.79, 0.77, 0.795, 0.79, 0.745, 0.83, 0.76, 0.785, 0.795, 0.8, 0.795, 0.775, 0.775, 0.765, 0.795, 0.835, 0.79, 0.77, 0.81, 0.775, 0.8, 0.785, 0.785, 0.76, 0.785, 0.81, 0.775, 0.8, 0.78, 0.775, 0.785, 0.77, 0.8, 0.795, 0.755, 0.785, 0.81, 0.795, 0.79, 0.8, 0.8, 0.795, 0.77, 0.805, 0.775, 0.755, 0.775, 0.765, 0.81, 0.815, 0.83, 0.815, 0.745, 0.75, 0.755, 0.77, 0.805, 0.775, 0.74, 0.8, 0.8, 0.815, 0.795, 0.8, 0.79, 0.805, 0.78, 0.76, 0.8, 0.81, 0.785, 0.81, 0.785, 0.77, 0.805, 0.78, 0.755, 0.8, 0.77, 0.875, 0.78, 0.765, 0.82, 0.715, 0.77, 0.765, 0.845, 0.77, 0.765, 0.775, 0.815, 0.775, 0.82, 0.805, 0.785, 0.795, 0.765, 0.82, 0.825, 0.81, 0.74, 0.795, 0.755, 0.76, 0.715, 0.735, 0.815, 0.8, 0.8, 0.78, 0.83, 0.84, 0.835, 0.725, 0.78, 0.81, 0.815, 0.73, 0.79, 0.835, 0.745, 0.8, 0.81, 0.78, 0.77, 0.795, 0.785, 0.78, 0.77, 0.79, 0.77, 0.815, 0.79, 0.795, 0.78, 0.795, 0.835, 0.81, 0.78, 0.795, 0.815, 0.76, 0.8, 0.75, 0.81, 0.795, 0.755, 0.805, 0.78, 0.775, 0.76, 0.76, 0.795, 0.845, 0.81, 0.78, 0.785, 0.78, 0.77, 0.785, 0.72, 0.84, 0.8, 0.81, 0.78, 0.795, 0.75, 0.805, 0.81, 0.79, 0.79, 0.775, 0.79, 0.765, 0.77, 0.75, 0.745, 0.83, 0.8, 0.77, 0.78, 0.83, 0.85, 0.79, 0.79, 0.78, 0.77, 0.82, 0.79, 0.765, 0.79, 0.775, 0.785, 0.8, 0.825, 0.78, 0.775, 0.735, 0.805, 0.745, 0.73, 0.84, 0.81, 0.83]"
